196.73	325
197.53	67.30769231
198.34	125
199.14	55
199.95	27.46636771
200.76	23.34123223
201.56	20.85253456
202.37	32.80487805
203.17	20.30516432
203.98	29.69483568
204.78	25
205.59	19.52736318
206.39	22.82608696
207.20	32.20930233
208.00	29.58937198
208.81	25.97560976
209.61	27.55813953
210.42	23.79227053
211.22	27.65700483
212.03	17.82296651
212.83	28.3632287
213.64	22.51243781
214.44	21.57534247
215.25	22.05882353
216.05	12.00564972
216.85	22.17514124
217.66	24.45945946
218.46	21.04651163
219.27	23.63387978
220.07	27.3923445
220.87	17.02898551
221.68	14.13043478
222.48	29.3062201
223.29	22.98206278
224.09	26.28205128
224.89	17.13973799
225.70	26.74672489
226.50	20.47511312
227.30	23.19004525
228.11	14.14027149
228.91	21.57534247
229.71	22.9253112
230.51	22.46835443
231.32	21.80851064
232.12	20.29147982
232.92	24.59839357
233.73	23.61751152
234.53	20.78059072
235.33	24.63369963
236.13	28.84615385
236.94	24.01960784
237.74	21.88888889
238.54	19.31372549
239.34	27.23048327
240.14	14.74895397
240.95	16.97530864
241.75	20.81818182
242.55	25.99601594
243.35	25.76628352
244.15	23.19004525
244.95	18.72294372
245.76	27.50965251
246.56	16.97530864
247.36	19.46640316
248.16	24.59839357
248.96	18.17269076
249.76	25.19305019
250.56	23.60557769
251.36	17.20532319
252.17	24.25650558
252.97	25.37735849
253.77	21.53465347
254.57	19.08602151
255.37	23.48024316
256.17	19.95268139
256.97	17.35127479
257.77	15.85872576
258.57	17.26932668
259.37	15.91954023
260.17	14.27835052
260.97	14.33463796
261.77	14.38294011
262.57	16.46341463
263.37	13.01313629
264.17	11.01756955
264.97	14.52180028
265.77	11.8707483
266.57	13.60523039
267.37	11.05947955
268.17	11.03550296
268.97	11.95395514
269.77	14.45454545
270.57	12.24792408
271.37	11.88622754
272.16	11.86583991
272.96	10.69856986
273.76	11.51987111
274.56	10.45554336
275.36	11.50273224
276.16	13.00623053
276.96	11.89370485
277.76	12.22627737
278.55	13.80126183
279.35	12.84056509
280.15	13.24419778
280.95	13.12182741
281.75	11.38689867
282.55	11.96780893
283.34	12.33468973
284.14	12.48691099
284.94	10.56806551
285.74	11.70953912
286.54	11.93361433
287.33	11.0664523
288.13	10.49222798
288.93	11.79631525
289.73	11.84771033
290.52	12.06070288
291.32	11.25668449
292.12	10.1758794
292.91	10.24829601
293.71	11.8168744
294.51	11.34237605
295.31	11.63755459
296.10	11.31799163
296.90	12.75677896
297.70	11.86019862
298.49	12.75130305
299.29	10.32338308
300.09	11.74484719
300.88	10.69434752
301.68	11.09756098
302.47	11.29304524
303.27	11.6894198
304.07	10.84717608
304.86	11.65097512
305.66	11.27386438
306.45	11.32362898
307.25	10.53248493
308.05	12.01165182
308.84	12.42116328
309.64	10.68479009
310.43	12.45557925
311.23	12.98177996
312.02	11.80404917
312.82	11.09665428
313.61	10.85346843
314.41	12.64705882
315.20	12.14401953
316.00	11.66666667
316.79	11.50461023
317.59	11.89154569
318.38	12.31976251
319.18	12.95435334
319.97	11.33696563
320.77	13.26666667
321.56	11.97214735
322.36	11.40639699
323.15	11.73765731
323.95	12.43793446
324.74	12.46383799
325.53	12.35373537
326.33	11.68971478
327.12	11.56174334
327.92	12.13932399
328.71	11.27773213
329.50	13.29247675
330.30	13.75936719
331.09	12.19563392
331.88	12.83319003
332.68	12.73333333
333.47	13.05031447
334.26	12.28428701
335.06	13.15915628
335.85	11.79332715
336.64	13.08388942
337.44	12.07149853
338.23	13.18443804
339.02	12.02564103
339.81	12.64102564
340.61	12.65642776
341.40	11.16422947
342.19	12.57327081
342.98	13.41394826
343.78	14.3129771
344.57	12.29146222
345.36	12.13060057
346.15	13.61471861
346.95	11.64944014
347.74	12.06823926
348.53	13.07785888
349.32	12.24023275
350.11	13.93409276
350.90	10.951417
351.70	12.52877974
352.49	13.88888889
353.28	12.38112655
354.07	13.34668609
354.86	11.22710623
355.65	12.33286418
356.44	13.56630824
357.23	14.26359257
358.03	13.87372014
358.82	13.42105263
359.61	12.77619387
360.40	13.89288282
361.19	11.83828861
361.98	13.69179601
362.77	15.19245004
363.56	13.10051737
364.35	13.25729245
365.14	12.84696174
365.93	13.04267844
366.72	13.98431665
367.51	14.10700539
368.30	12.47300216
369.09	12.89551141
369.88	12.87656135
370.67	13.11739442
371.46	14.28317956
